x,count,prob
16,1,0.001
47,2,0.002
62,1,0.001
69,1,0.001
136,1,0.001
240,1,0.001
269,1,0.001
295,1,0.001
304,1,0.001
307,1,0.001
315,1,0.001
319,1,0.001
323,1,0.001
376,1,0.001
388,1,0.001
406,1,0.001
407,1,0.001
417,1,0.001
431,1,0.001
461,1,0.001
462,2,0.002
478,1,0.001
488,1,0.001
499,1,0.001
500,1,0.001
552,1,0.001
606,1,0.001
886,2,0.002
912,1,0.001
970,1,0.001
1012,1,0.001
1135,1,0.001
1285,1,0.001
1297,1,0.001
1314,1,0.001
1321,1,0.001
1491,1,0.001
1503,1,0.001
1518,1,0.001
1680,1,0.001
1697,1,0.001
1698,1,0.001
1712,1,0.001
1718,1,0.001
1758,1,0.001
1800,1,0.001
1826,1,0.001
1867,1,0.001
1908,1,0.001
1963,1,0.001
1965,1,0.001
1972,1,0.001
1997,1,0.001
2013,2,0.002
2015,1,0.001
2034,1,0.001
2043,1,0.001
2104,1,0.001
2110,1,0.001
2189,1,0.001
2222,1,0.001
2298,1,0.001
2312,1,0.001
2315,1,0.001
2352,1,0.001
2358,1,0.001
2426,1,0.001
2442,1,0.001
2468,1,0.001
2486,1,0.001
2496,1,0.001
2506,1,0.001
2540,1,0.001
2637,1,0.001
2648,1,0.001
2670,1,0.001
2683,1,0.001
2736,1,0.001
2776,1,0.001
2797,1,0.001
2798,1,0.001
2802,1,0.001
2883,1,0.001
2912,1,0.001
2924,1,0.001
2936,1,0.001
2952,1,0.001
3048,1,0.001
3095,1,0.001
3139,1,0.001
3184,1,0.001
3191,1,0.001
3304,1,0.001
3523,1,0.001
3526,1,0.001
3541,1,0.001
3550,1,0.001
3624,1,0.001
3630,1,0.001
3674,1,0.001
3682,1,0.001
3692,1,0.001
3706,1,0.001
3718,1,0.001
3722,1,0.001
3735,1,0.001
3764,1,0.001
3772,1,0.001
3795,1,0.001
3816,1,0.001
3879,1,0.001
3998,1,0.001
4016,1,0.001
4017,1,0.001
4053,1,0.001
4054,1,0.001
4060,1,0.001
4065,1,0.001
4143,1,0.001
4206,1,0.001
4355,2,0.002
4404,1,0.001
4452,1,0.001
4470,1,0.001
4490,1,0.001
4510,1,0.001
4516,1,0.001
4561,1,0.001
4716,1,0.001
4717,1,0.001
4798,1,0.001
4870,1,0.001
4873,1,0.001
4902,1,0.001
4942,1,0.001
4952,1,0.001
4972,1,0.001
4974,1,0.001
4980,1,0.001
4983,1,0.001
5035,1,0.001
5165,1,0.001
5176,1,0.001
5204,1,0.001
5214,1,0.001
5601,1,0.001
5660,1,0.001
5702,1,0.001
5714,1,0.001
5725,1,0.001
5728,1,0.001
5759,1,0.001
5868,1,0.001
5879,2,0.002
5899,1,0.001
5901,1,0.001
5945,1,0.001
6026,1,0.001
6065,1,0.001
6308,1,0.001
6406,1,0.001
6449,1,0.001
6538,1,0.001
6541,1,0.001
6545,1,0.001
6561,1,0.001
6564,1,0.001
6570,1,0.001
6573,1,0.001
