x,count,prob
1188,1,0.001
2560,1,0.001
4252,1,0.001
4684,1,0.001
5124,1,0.001
7548,1,0.001
7612,1,0.001
7768,1,0.001
7784,1,0.001
8120,1,0.001
12508,1,0.001
13789,1,0.001
13824,1,0.001
14332,1,0.001
14509,1,0.001
14940,1,0.001
14978,1,0.001
16328,1,0.001
18506,1,0.001
18946,1,0.001
18949,1,0.001
22832,1,0.001
23219,1,0.001
23515,1,0.001
23912,1,0.001
24504,1,0.001
24707,1,0.001
24744,1,0.001
24832,1,0.001
24888,1,0.001
24956,1,0.001
25217,1,0.001
26764,1,0.001
26840,1,0.001
26865,1,0.001
27220,1,0.001
27229,1,0.001
28107,1,0.001
28215,1,0.001
28520,1,0.001
28549,1,0.001
28632,1,0.001
28940,1,0.001
28972,1,0.001
29056,1,0.001
29138,1,0.001
29654,1,0.001
29700,1,0.001
30344,1,0.001
31697,1,0.001
32424,1,0.001
32678,1,0.001
37088,1,0.001
37245,1,0.001
37533,1,0.001
38500,1,0.001
38926,1,0.001
39262,1,0.001
40024,1,0.001
40062,1,0.001
40192,1,0.001
40625,1,0.001
40680,1,0.001
40796,1,0.001
40845,1,0.001
46036,1,0.001
46828,1,0.001
48856,1,0.001
52547,1,0.001
52589,1,0.001
54292,1,0.001
55426,1,0.001
55490,1,0.001
56780,1,0.001
56816,1,0.001
57932,1,0.001
59976,1,0.001
60125,1,0.001
60460,1,0.001
61288,1,0.001
66524,1,0.001
67908,1,0.001
69832,1,0.001
70226,1,0.001
71094,1,0.001
71188,1,0.001
71374,1,0.001
75904,1,0.001
76376,1,0.001
83206,1,0.001
84141,1,0.001
86364,1,0.001
92726,1,0.001
94504,1,0.001
102754,1,0.001
103422,1,0.001
104384,1,0.001
105768,1,0.001
110416,1,0.001
112860,1,0.001
116524,1,0.001
116942,1,0.001
119164,1,0.001
119634,1,0.001
120360,1,0.001
120410,1,0.001
120444,1,0.001
121901,1,0.001
123046,1,0.001
123740,1,0.001
123898,1,0.001
123967,1,0.001
124424,1,0.001
124613,1,0.001
124672,1,0.001
125154,1,0.001
125432,1,0.001
125890,1,0.001
126100,1,0.001
126380,1,0.001
126871,1,0.001
126958,1,0.001
127336,1,0.001
127764,1,0.001
128882,1,0.001
129184,1,0.001
130264,1,0.001
130438,1,0.001
130901,1,0.001
130964,1,0.001
131314,1,0.001
131469,1,0.001
131950,1,0.001
132236,1,0.001
135444,1,0.001
136168,1,0.001
137254,1,0.001
137727,1,0.001
138212,1,0.001
138606,1,0.001
138662,1,0.001
139000,1,0.001
141930,1,0.001
141938,1,0.001
142790,1,0.001
143176,1,0.001
143356,1,0.001
144248,1,0.001
146888,1,0.001
153484,1,0.001
153998,1,0.001
155558,1,0.001
155864,1,0.001
156248,1,0.001
156618,1,0.001
156675,1,0.001
158380,1,0.001
158984,1,0.001
159652,1,0.001
160252,1,0.001
162376,1,0.001
169180,1,0.001
171868,1,0.001
171901,1,0.001
