x,count,prob
4,1,0.001
5,1,0.001
34,1,0.001
109,1,0.001
111,1,0.001
118,1,0.001
119,1,0.001
128,1,0.001
165,1,0.001
184,1,0.001
213,1,0.001
230,1,0.001
239,1,0.001
242,1,0.001
293,1,0.001
294,1,0.001
306,1,0.001
311,1,0.001
321,1,0.001
391,1,0.001
463,1,0.001
469,1,0.001
527,1,0.001
561,1,0.001
568,1,0.001
571,1,0.001
621,1,0.001
669,1,0.001
718,1,0.001
723,1,0.001
726,1,0.001
738,1,0.001
741,1,0.001
749,1,0.001
777,1,0.001
791,1,0.001
802,1,0.001
840,1,0.001
852,1,0.001
882,1,0.001
895,1,0.001
901,1,0.001
923,1,0.001
927,1,0.001
939,1,0.001
943,1,0.001
958,1,0.001
989,1,0.001
1022,1,0.001
1060,1,0.001
1070,1,0.001
1118,1,0.001
1215,1,0.001
1255,1,0.001
1300,1,0.001
1337,1,0.001
1362,1,0.001
1380,1,0.001
1449,1,0.001
1554,1,0.001
1555,1,0.001
1562,1,0.001
1579,1,0.001
1616,1,0.001
1660,1,0.001
1682,1,0.001
1721,1,0.001
1729,1,0.001
1777,1,0.001
1782,1,0.001
1783,1,0.001
1813,1,0.001
1822,1,0.001
1853,2,0.002
2028,1,0.001
2037,2,0.002
2073,1,0.001
2133,1,0.001
2137,1,0.001
2218,1,0.001
2268,1,0.001
2289,1,0.001
2431,1,0.001
2451,1,0.001
2463,1,0.001
2491,1,0.001
2540,1,0.001
2607,1,0.001
2614,1,0.001
2622,1,0.001
2626,1,0.001
2660,1,0.001
2696,1,0.001
2701,1,0.001
2743,1,0.001
2893,1,0.001
2896,1,0.001
2905,1,0.001
2928,1,0.001
2954,1,0.001
2960,1,0.001
3007,1,0.001
3033,1,0.001
3076,1,0.001
3145,1,0.001
3147,1,0.001
3275,1,0.001
3355,1,0.001
3359,1,0.001
3450,1,0.001
3547,1,0.001
3559,1,0.001
3574,1,0.001
3586,1,0.001
3590,1,0.001
3593,1,0.001
3604,1,0.001
3756,1,0.001
3795,1,0.001
3884,1,0.001
3913,1,0.001
3929,1,0.001
3992,1,0.001
4094,1,0.001
4114,1,0.001
4159,1,0.001
4243,1,0.001
4275,1,0.001
4277,1,0.001
4291,1,0.001
4395,1,0.001
4413,1,0.001
4445,1,0.001
4452,1,0.001
4476,1,0.001
4544,1,0.001
4575,1,0.001
4637,1,0.001
4734,1,0.001
4756,1,0.001
4796,1,0.001
4889,1,0.001
4932,1,0.001
4934,1,0.001
4959,1,0.001
4964,1,0.001
4975,1,0.001
5050,1,0.001
5056,1,0.001
5092,1,0.001
5146,1,0.001
5148,1,0.001
5190,1,0.001
5247,1,0.001
5252,2,0.002
5298,1,0.001
5500,1,0.001
5510,1,0.001
5529,1,0.001
5648,1,0.001
5664,1,0.001
5699,1,0.001
5721,1,0.001
5902,1,0.001
5924,1,0.001
6049,1,0.001
6059,1,0.001
6079,1,0.001
6138,1,0.001
6160,1,0.001
6169,1,0.001
6238,1,0.001
6239,1,0.001
6251,1,0.001
6303,1,0.001
6308,1,0.001
6358,1,0.001
6360,1,0.001
6368,1,0.001
6402,1,0.001
6465,1,0.001
6476,1,0.001
6499,1,0.001
6519,1,0.001
6520,1,0.001
6563,1,0.001
6567,1,0.001
6599,1,0.001
6624,1,0.001
6638,1,0.001
6644,1,0.001
6649,1,0.001
6651,1,0.001
6662,1,0.001
