x,count,prob
7,1,0.001
124,2,0.002
168,1,0.001
180,1,0.001
193,1,0.001
204,1,0.001
208,1,0.001
220,1,0.001
229,1,0.001
296,1,0.001
315,1,0.001
316,1,0.001
322,1,0.001
362,1,0.001
404,1,0.001
430,1,0.001
436,1,0.001
459,1,0.001
555,1,0.001
629,1,0.001
643,1,0.001
712,1,0.001
753,1,0.001
772,1,0.001
780,1,0.001
798,1,0.001
826,1,0.001
973,1,0.001
990,1,0.001
993,1,0.001
1013,1,0.001
1050,1,0.001
1086,1,0.001
1096,1,0.001
1100,1,0.001
1122,1,0.001
1137,1,0.001
1185,1,0.001
1193,1,0.001
1207,1,0.001
1226,1,0.001
1276,1,0.001
1309,1,0.001
1357,1,0.001
1429,1,0.001
1473,1,0.001
1484,1,0.001
1609,1,0.001
1694,1,0.001
1794,1,0.001
1822,1,0.001
1891,1,0.001
1918,1,0.001
1939,1,0.001
1979,1,0.001
1987,1,0.001
2005,1,0.001
2052,1,0.001
2163,1,0.001
2201,1,0.001
2217,1,0.001
2242,1,0.001
2279,1,0.001
2320,1,0.001
2336,1,0.001
2393,2,0.002
2394,1,0.001
2395,1,0.001
2415,1,0.001
2494,1,0.001
2520,1,0.001
2527,1,0.001
2570,1,0.001
2574,1,0.001
2582,1,0.001
2603,1,0.001
2797,1,0.001
2805,1,0.001
2839,1,0.001
2869,1,0.001
2890,1,0.001
2918,1,0.001
2979,1,0.001
2992,1,0.001
3000,1,0.001
3045,1,0.001
3091,1,0.001
3119,1,0.001
3127,1,0.001
3130,1,0.001
3139,1,0.001
3196,1,0.001
3217,1,0.001
3219,1,0.001
3242,1,0.001
3251,1,0.001
3268,1,0.001
3273,1,0.001
3283,1,0.001
3288,1,0.001
3301,1,0.001
3310,1,0.001
3458,1,0.001
3464,1,0.001
3494,1,0.001
3544,1,0.001
3621,1,0.001
3635,1,0.001
3636,1,0.001
3651,1,0.001
3665,1,0.001
3677,1,0.001
3696,1,0.001
3712,1,0.001
3713,1,0.001
3715,1,0.001
3725,2,0.002
3746,1,0.001
3803,1,0.001
3814,1,0.001
3914,1,0.001
3994,1,0.001
4000,1,0.001
4003,1,0.001
4015,1,0.001
4161,1,0.001
4202,1,0.001
4251,1,0.001
4264,1,0.001
4267,1,0.001
4306,1,0.001
4320,1,0.001
4322,1,0.001
4363,1,0.001
4369,1,0.001
4390,1,0.001
4446,1,0.001
4512,1,0.001
4596,1,0.001
4605,1,0.001
4630,1,0.001
4639,1,0.001
4686,1,0.001
4694,1,0.001
4703,1,0.001
4728,1,0.001
4734,1,0.001
4779,1,0.001
4789,1,0.001
4826,1,0.001
4845,2,0.002
4873,1,0.001
4885,1,0.001
4894,2,0.002
4896,1,0.001
4920,1,0.001
4945,1,0.001
4956,1,0.001
4960,1,0.001
5020,1,0.001
5059,1,0.001
5080,1,0.001
5131,1,0.001
5133,2,0.002
5182,1,0.001
5253,1,0.001
5424,1,0.001
5489,1,0.001
5491,1,0.001
5530,1,0.001
5543,2,0.002
5549,1,0.001
5637,1,0.001
5660,1,0.001
5683,2,0.002
5718,1,0.001
5723,1,0.001
5732,1,0.001
5770,1,0.001
5810,1,0.001
5831,1,0.001
5841,1,0.001
5856,1,0.001
5911,1,0.001
5924,1,0.001
5994,1,0.001
5998,1,0.001
5999,1,0.001
6015,1,0.001
6075,1,0.001
6137,1,0.001
6141,1,0.001
6244,1,0.001
6281,1,0.001
6307,1,0.001
6349,1,0.001
6363,1,0.001
6403,1,0.001
6423,1,0.001
6427,1,0.001
6488,1,0.001
6495,1,0.001
6497,1,0.001
6601,1,0.001
6608,1,0.001
6641,1,0.001
6646,1,0.001
6673,1,0.001
6764,1,0.001
6799,1,0.001
6865,1,0.001
6910,1,0.001
6911,1,0.001
6941,1,0.001
6948,1,0.001
6963,1,0.001
6970,1,0.001
