x,count,prob
289,1,0.001
2314,1,0.001
3403,1,0.001
3625,1,0.001
7404,1,0.001
8508,1,0.001
9035,1,0.001
9804,1,0.001
10851,1,0.001
11635,1,0.001
12547,1,0.001
12555,1,0.001
12589,1,0.001
12603,1,0.001
12723,1,0.001
12864,1,0.001
13041,1,0.001
13099,1,0.001
13620,1,0.001
15052,1,0.001
19659,1,0.001
19744,1,0.001
19827,1,0.001
19868,1,0.001
19931,1,0.001
20047,1,0.001
20145,1,0.001
20176,1,0.001
20464,1,0.001
22036,1,0.001
22800,1,0.001
22897,1,0.001
23384,1,0.001
24587,1,0.001
24688,1,0.001
25060,1,0.001
25403,1,0.001
25439,1,0.001
26131,1,0.001
26635,1,0.001
27937,1,0.001
28025,1,0.001
31876,1,0.001
32729,1,0.001
33581,1,0.001
33971,1,0.001
34375,1,0.001
35691,1,0.001
35905,1,0.001
35987,1,0.001
36011,1,0.001
36044,1,0.001
36107,1,0.001
36158,1,0.001
36173,1,0.001
36313,1,0.001
36316,1,0.001
37129,1,0.001
37419,1,0.001
37700,1,0.001
37966,1,0.001
37971,1,0.001
39788,1,0.001
45355,1,0.001
45688,1,0.001
46105,1,0.001
48755,1,0.001
49419,1,0.001
49427,1,0.001
49464,1,0.001
49595,1,0.001
50092,1,0.001
51632,1,0.001
52243,1,0.001
52395,1,0.001
52425,1,0.001
54275,1,0.001
54787,1,0.001
57373,1,0.001
59787,1,0.001
60527,1,0.001
60801,1,0.001
60819,1,0.001
60995,1,0.001
61801,1,0.001
61916,1,0.001
61937,1,0.001
62012,1,0.001
62675,1,0.001
62835,1,0.001
65265,1,0.001
65803,1,0.001
65811,1,0.001
65867,1,0.001
66125,1,0.001
66352,1,0.001
67276,1,0.001
67337,1,0.001
67851,1,0.001
67896,1,0.001
67913,1,0.001
67939,1,0.001
67953,1,0.001
68043,1,0.001
68073,1,0.001
68080,1,0.001
68204,1,0.001
68217,1,0.001
68312,1,0.001
68387,1,0.001
68424,1,0.001
68515,1,0.001
68601,1,0.001
68867,1,0.001
68878,1,0.001
68894,1,0.001
69044,1,0.001
69052,1,0.001
69068,1,0.001
69187,1,0.001
69197,1,0.001
69324,1,0.001
69354,1,0.001
69384,1,0.001
69635,1,0.001
69678,1,0.001
69899,1,0.001
69923,1,0.001
70043,1,0.001
70107,1,0.001
70129,1,0.001
70465,1,0.001
70979,1,0.001
71142,1,0.001
71475,1,0.001
71950,1,0.001
72599,1,0.001
73075,1,0.001
73107,1,0.001
74147,1,0.001
74227,1,0.001
75069,1,0.001
75240,1,0.001
75509,1,0.001
76049,1,0.001
76051,1,0.001
77164,1,0.001
77575,1,0.001
77820,1,0.001
77868,1,0.001
78033,1,0.001
78091,1,0.001
78139,1,0.001
78140,1,0.001
78155,1,0.001
78160,1,0.001
78179,1,0.001
78294,1,0.001
78379,1,0.001
78396,1,0.001
78444,1,0.001
78668,1,0.001
78717,1,0.001
78749,1,0.001
79005,1,0.001
79105,1,0.001
79135,1,0.001
79341,1,0.001
79516,1,0.001
79691,1,0.001
80147,1,0.001
80195,1,0.001
80651,1,0.001
81298,1,0.001
81307,1,0.001
81390,1,0.001
81395,1,0.001
81416,1,0.001
81715,1,0.001
81771,1,0.001
81960,1,0.001
82041,1,0.001
82107,1,0.001
82178,1,0.001
82188,1,0.001
82192,1,0.001
82211,1,0.001
82347,1,0.001
82377,1,0.001
82461,1,0.001
82801,1,0.001
82803,1,0.001
82809,1,0.001
82936,1,0.001
84179,1,0.001
84241,1,0.001
84275,1,0.001
84332,1,0.001
84383,1,0.001
84817,1,0.001
85013,1,0.001
85097,1,0.001
85104,1,0.001
85147,1,0.001
85156,1,0.001
85164,1,0.001
85215,1,0.001
85257,3,0.0029
85260,2,0.002
85264,1,0.001
85275,1,0.001
85321,1,0.001
85323,1,0.001
85324,1,0.001
85325,1,0.001
85332,1,0.001
85347,1,0.001
85361,1,0.001
85379,1,0.001
85404,1,0.001
85420,2,0.002
85421,1,0.001
85429,1,0.001
85432,1,0.001
85489,1,0.001
85523,2,0.002
85548,1,0.001
85552,1,0.001
85572,1,0.001
85635,1,0.001
85742,1,0.001
85787,1,0.001
85816,1,0.001
85865,1,0.001
85901,1,0.001
86000,1,0.001
