x,count,prob
1008,1,0.001
3246,1,0.001
4086,1,0.001
4638,1,0.001
5161,1,0.001
5789,1,0.001
6472,1,0.001
7671,1,0.001
7780,1,0.001
8146,1,0.001
8849,1,0.001
9944,1,0.001
10559,1,0.001
12157,1,0.001
12560,1,0.001
12867,1,0.001
12888,1,0.001
18038,1,0.001
19074,1,0.001
19704,1,0.001
22170,1,0.001
22397,1,0.001
23095,1,0.001
23827,1,0.001
25023,1,0.001
25948,1,0.001
28192,1,0.001
28489,1,0.001
28837,1,0.001
31704,1,0.001
32574,1,0.001
34302,1,0.001
34391,1,0.001
37196,1,0.001
37370,1,0.001
37719,1,0.001
38596,1,0.001
39792,1,0.001
40538,1,0.001
42311,1,0.001
42496,1,0.001
43224,1,0.001
43630,1,0.001
44173,1,0.001
44572,1,0.001
44899,1,0.001
46086,1,0.001
47813,1,0.001
48713,1,0.001
49051,1,0.001
50483,1,0.001
51454,1,0.001
51604,1,0.001
53403,1,0.001
54307,1,0.001
54317,1,0.001
55382,1,0.001
56022,1,0.001
56094,1,0.001
57200,1,0.001
57327,1,0.001
60000,1,0.001
61573,1,0.001
62618,1,0.001
63195,1,0.001
64816,1,0.001
65271,1,0.001
65300,1,0.001
65568,1,0.001
66159,1,0.001
66911,1,0.001
67190,1,0.001
67918,1,0.001
69270,1,0.001
69698,1,0.001
69815,1,0.001
70629,1,0.001
72141,1,0.001
72173,1,0.001
75907,1,0.001
77937,1,0.001
77983,1,0.001
78345,1,0.001
78599,1,0.001
79716,1,0.001
80582,1,0.001
80945,1,0.001
83209,1,0.001
84680,1,0.001
89155,1,0.001
89263,1,0.001
92229,1,0.001
92994,1,0.001
93608,1,0.001
94788,1,0.001
95476,1,0.001
96208,1,0.001
96473,1,0.001
99307,1,0.001
102382,1,0.001
103248,1,0.001
103266,1,0.001
103355,1,0.001
104993,1,0.001
107268,1,0.001
107765,1,0.001
108462,1,0.001
108704,1,0.001
108982,1,0.001
110363,1,0.001
111138,1,0.001
111459,1,0.001
114676,1,0.001
115421,1,0.001
116910,1,0.001
117291,1,0.001
119580,1,0.001
121541,1,0.001
122758,1,0.001
122822,1,0.001
123051,1,0.001
125228,1,0.001
125750,1,0.001
128504,1,0.001
130280,1,0.001
130726,1,0.001
131694,1,0.001
132829,1,0.001
134971,1,0.001
135224,1,0.001
137387,1,0.001
137937,1,0.001
138322,1,0.001
138820,1,0.001
139160,1,0.001
139254,1,0.001
140427,1,0.001
142628,1,0.001
143232,1,0.001
144618,1,0.001
144684,1,0.001
144869,1,0.001
145115,1,0.001
146765,1,0.001
147333,1,0.001
148505,1,0.001
155286,1,0.001
157728,1,0.001
158258,1,0.001
158351,1,0.001
158525,1,0.001
158905,1,0.001
162233,1,0.001
162574,1,0.001
162944,1,0.001
163101,1,0.001
163278,1,0.001
163390,1,0.001
163487,1,0.001
165704,1,0.001
166095,1,0.001
166845,1,0.001
167007,1,0.001
167388,1,0.001
167706,1,0.001
168821,1,0.001
168950,1,0.001
169217,1,0.001
169595,1,0.001
169739,1,0.001
170717,1,0.001
172183,1,0.001
172381,1,0.001
172750,1,0.001
174735,1,0.001
175388,1,0.001
175707,1,0.001
178179,1,0.001
178329,1,0.001
184310,1,0.001
184391,1,0.001
184752,1,0.001
185399,1,0.001
186170,1,0.001
188339,1,0.001
188589,1,0.001
189291,1,0.001
189342,1,0.001
190680,1,0.001
190824,1,0.001
191222,1,0.001
191224,1,0.001
191357,1,0.001
191535,1,0.001
192224,1,0.001
193897,1,0.001
193907,1,0.001
194415,1,0.001
194579,1,0.001
194732,1,0.001
194792,1,0.001
194938,1,0.001
195983,1,0.001
196221,1,0.001
