x,count,prob
99,1,0.001
107,1,0.001
133,1,0.001
267,2,0.002
273,1,0.001
289,1,0.001
396,1,0.001
409,1,0.001
446,1,0.001
469,1,0.001
508,1,0.001
516,1,0.001
532,1,0.001
535,1,0.001
557,1,0.001
569,1,0.001
594,1,0.001
604,1,0.001
619,1,0.001
625,1,0.001
660,1,0.001
692,1,0.001
703,1,0.001
708,1,0.001
735,1,0.001
744,1,0.001
756,1,0.001
759,1,0.001
781,1,0.001
805,1,0.001
812,1,0.001
906,1,0.001
912,1,0.001
914,1,0.001
931,1,0.001
935,1,0.001
941,1,0.001
951,1,0.001
1045,2,0.002
1104,1,0.001
1105,1,0.001
1119,2,0.002
1152,1,0.001
1157,1,0.001
1172,1,0.001
1180,1,0.001
1183,1,0.001
1185,1,0.001
1204,1,0.001
1212,2,0.002
1252,1,0.001
1265,1,0.001
1329,1,0.001
1407,1,0.001
1433,1,0.001
1453,1,0.001
1472,1,0.001
1511,1,0.001
1537,1,0.001
1540,1,0.001
1542,1,0.001
1543,1,0.001
1612,1,0.001
1649,1,0.001
1661,1,0.001
1665,1,0.001
1679,1,0.001
1685,1,0.001
1687,1,0.001
1695,1,0.001
1698,1,0.001
1705,1,0.001
1707,1,0.001
1711,1,0.001
1732,1,0.001
1767,1,0.001
1775,1,0.001
1794,1,0.001
1813,1,0.001
1839,1,0.001
1845,1,0.001
1872,1,0.001
1876,1,0.001
1877,1,0.001
1883,1,0.001
1887,1,0.001
1911,1,0.001
1955,1,0.001
1963,1,0.001
2036,1,0.001
2052,1,0.001
2063,1,0.001
2069,2,0.002
2096,1,0.001
2107,1,0.001
2108,1,0.001
2110,1,0.001
2129,1,0.001
2134,1,0.001
2146,1,0.001
2159,1,0.001
2199,1,0.001
2205,1,0.001
2222,1,0.001
2229,1,0.001
2269,1,0.001
2279,1,0.001
2354,1,0.001
2373,1,0.001
2377,1,0.001
2401,1,0.001
2413,1,0.001
2449,1,0.001
2527,1,0.001
2577,1,0.001
2578,1,0.001
2581,1,0.001
2635,1,0.001
2668,1,0.001
2740,1,0.001
2757,1,0.001
2796,1,0.001
2833,1,0.001
2835,1,0.001
2840,1,0.001
2841,1,0.001
2905,1,0.001
2968,1,0.001
2972,1,0.001
2985,1,0.001
3173,1,0.001
3185,1,0.001
3313,1,0.001
3445,1,0.001
3596,1,0.001
3743,1,0.001
3760,1,0.001
3761,1,0.001
3772,1,0.001
3788,1,0.001
3812,1,0.001
3851,1,0.001
