x,count,prob
2225923,1,0.001
3016129,1,0.001
5244278,1,0.001
8944817,1,0.001
15200849,1,0.001
23035505,1,0.001
26371441,1,0.001
27154160,1,0.001
27490168,1,0.001
28278219,1,0.001
28861775,1,0.001
31144257,1,0.001
37647838,1,0.001
38957561,1,0.001
40099337,1,0.001
47205126,1,0.001
55284923,1,0.001
59496966,1,0.001
59927373,1,0.001
60272713,1,0.001
63965685,1,0.001
66264629,1,0.001
67265987,1,0.001
67665344,1,0.001
68653147,1,0.001
69623365,1,0.001
71962230,1,0.001
72465977,1,0.001
73272573,1,0.001
73429032,1,0.001
75647408,1,0.001
77484513,1,0.001
77596409,1,0.001
78013705,1,0.001
78013817,1,0.001
80905665,1,0.001
81688713,1,0.001
81689377,1,0.001
83166921,1,0.001
83253833,1,0.001
83783765,1,0.001
86339185,1,0.001
86530828,1,0.001
86531643,1,0.001
86933432,1,0.001
90626593,1,0.001
95206960,1,0.001
95837442,1,0.001
98782516,1,0.001
100028448,1,0.001
100879109,1,0.001
103005443,1,0.001
114451909,1,0.001
115365152,1,0.001
118110585,1,0.001
144734298,1,0.001
149837514,1,0.001
151933579,1,0.001
158000371,1,0.001
161725920,1,0.001
162689289,1,0.001
175389603,1,0.001
184971073,1,0.001
185738867,1,0.001
186621378,1,0.001
188887411,1,0.001
190348615,1,0.001
190607441,1,0.001
190702969,1,0.001
190734345,1,0.001
194118325,1,0.001
194203793,1,0.001
195453178,1,0.001
195540277,1,0.001
195824646,1,0.001
195957065,1,0.001
195983108,1,0.001
196764190,1,0.001
197393781,1,0.001
198070646,1,0.001
198339513,1,0.001
198934001,1,0.001
201488422,1,0.001
202574265,1,0.001
202608862,1,0.001
202635853,1,0.001
203816529,1,0.001
205760086,1,0.001
206609691,1,0.001
206701640,1,0.001
206798466,1,0.001
207516998,1,0.001
207650054,1,0.001
208175523,1,0.001
208570163,1,0.001
214962290,1,0.001
215732712,1,0.001
215914827,1,0.001
217071089,1,0.001
217308615,1,0.001
219554361,1,0.001
220211536,1,0.001
222925258,1,0.001
227786073,1,0.001
228574536,1,0.001
228721973,1,0.001
228867841,1,0.001
229576840,1,0.001
230569643,1,0.001
230948978,1,0.001
231357377,1,0.001
231438902,1,0.001
231834051,1,0.001
231903285,1,0.001
232411137,1,0.001
232675034,1,0.001
235827390,1,0.001
239776235,1,0.001
240052094,1,0.001
240361530,1,0.001
243954766,1,0.001
246808027,1,0.001
248522006,1,0.001
252961643,1,0.001
256405901,1,0.001
256513449,1,0.001
261575099,1,0.001
265574407,1,0.001
266751346,1,0.001
268137845,1,0.001
272946635,1,0.001
274741867,1,0.001
277593416,1,0.001
277897539,1,0.001
278811343,1,0.001
279039102,1,0.001
279840809,1,0.001
280654249,1,0.001
281736000,1,0.001
